,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,emotion
1872,Has an iPad 2 !!! Wohooo! Tnx Apple for the popup shop at #sxsw!,Apple,Positive emotion,pos
1873,My 2nd iPad 2 (wi-fi only) has been sold. Used Craigslist and avoided those pesky eBay fees. #ThankGod. #SXSW.,Apple,No emotion toward brand or product,pos
1874,Win an iPad 2 ~ BizGym Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #ceokidschat #entrepreneur #smallbiz,Apple,No emotion toward brand or product,neg
1875,Got my ipad 2 and gave to red cross for japan what a first day at #sxsw,Apple,Positive emotion,pos
1876,Win an iPad 2 at SXSW via @mention ! #sxsw {link},Apple,Positive emotion,pos
1877,Win an iPad 2 from @mention - just submit &amp; vote up your favorite quotes from #SXSW at {link} {link},Apple,No emotion toward brand or product,neg
1878,"has an ipad 2 in his hands, and it is exquisite. #sxsw",Apple,Positive emotion,pos
1879,Video: iPad 2 Line Walk: Austin Texas. Did you get one today? - #SXSW {link},Apple,No emotion toward brand or product,pos
1880,Is the iPad 2 out yet in USA? Or will it be during #SxSW?,Apple,No emotion toward brand or product,pos
1881,Win an iPad 2! via @mention Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #entrepreneur #smallbiz #ceokidschat,Apple,Positive emotion,pos
1882,RT Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today! {link},none,No emotion toward brand or product,pos
1883,writer iPad app {link} saved my ass on flight &amp; each bigger #SXSW panel - good job @mention @mention :) {link},Apple,Positive emotion,pos
1884,Dawn's iPad App of the Week is up early to help you prep for #SXSW: {link},Apple,Positive emotion,pos
1885,Win an iPad at SXSW via @mention #sxsw {link},Apple,Positive emotion,pos
1886,Won an iPad case at @mention talking about search research at #SXSW!,Apple,No emotion toward brand or product,pos
1887,#SXSW: iPad Design Headaches (Take Two Tablet and Call Me in the Morning) {link},Apple,Negative emotion,neg
1888,Double iPad DJ Full On Across the Sky #SXSW #tweethouse  {link},Apple,No emotion toward brand or product,pos
1889,÷¼ Not a bad idea! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,none,No emotion toward brand or product,pos
1890,Already had my first Google Circle search result. {link} cc @mention @mention #sxsw,Google,Positive emotion,pos
1891,so the iPad will be available while I'm in Austin for #sxsw -- this is major #GeekDilemma,Apple,Positive emotion,pos
1892,"#tech #iPad_2 Gets Temporary ##Apple_Store for #SXSW: Apple is setting up a temporary store in Austin,... {link} #technology",Apple,No emotion toward brand or product,pos
1893,Win an iPad2 by signing up here: {link} #sxsw #wantlet,Apple,No emotion toward brand or product,neg
1894,#sxsw #ipad2 Ipad 2 well is dry at the pop up store...,Apple,No emotion toward brand or product,pos
1895,#sxsw: ipad2 is coming for you! Will you buy? RT @mention Apple to open a store near SXSW for ipad 2 release. {link},Apple,Positive emotion,pos
1896,"Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",Apple,Positive emotion,pos
1897,beyondbroadcast: #sxsw #evaporation @mention @mention Business model is the platform; iPhone app makes tools... {link},Apple,No emotion toward brand or product,pos
1898,I just loaded up the GroupMe app for the iPhone. Load me up #sxsw brethren. ;) {link},Apple,No emotion toward brand or product,neg
1899,Monday's Adfonic Daily is Out! Read about #iphone white release #Google social #sxsw and all things #mobile here Ðü {link},Apple,Positive emotion,pos
1900,"LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad &amp; my droid!",Apple,Positive emotion,pos
1901,"#Apple heads to SXSW, sets up temporary store in #Austin {link} #news #sxsw",Apple,No emotion toward brand or product,pos
1902,gettin ready for #sxsw  @mention Apple Store {link},Apple,No emotion toward brand or product,pos
1903,@mention After #SXSW I will never again take a fully charged IPhone for granted; 24/7 pics edit tweet 4square apps =zap! &lt;Good 2 kno!,none,Positive emotion,pos
1904,@mention after a few days of #sxsw you still thinking of skipping an iPad? #lightnessofbeing,Apple,No emotion toward brand or product,pos
1905,"Snotty Dbag at #sxsw &quot;actually, its android. Droid is a brand name. There's a difference&quot; die.",Android,No emotion toward brand or product,pos
1906,"packing bag for #sxsw,not taking DELL laptop (sorry richard)...at the mercy of bb torch and iphone, webmail too i suppose...cheers",Apple,Positive emotion,pos
1907,Best schwag I've seen at #SXSW is the @mention battery charger for your iPhone. How do I get one?!?!,Apple,Positive emotion,neg
1908,"O no,not again {link} Google Circles Juwan Howard #sxsw",Google,I can't tell,pos
1909,Evidence against NFC in the iPhone 5 via @mention {link} #checkins #sxsw cc: @mention,Apple,No emotion toward brand or product,pos
1910,Waiting eagerly for Google to launch their secret new Social Network called Circles today at #SXSW &gt;&gt; Any new updates ?,Google,Positive emotion,neg
1911,@mention ahoy! let your readers know we'll keep em updated #sxsw parties w/ #eventseekr. Android: {link} iPhone app on way,Android,No emotion toward brand or product,pos
1912,"Mission failure - dried up roast beef sandwich with soggy tomato, $6.25.  Oh well, sat in chevy lounge and charged iphone on power mat #sxsw",Apple,No emotion toward brand or product,neg
1913,Google Brain apologies for randy ads popping up with search results; algorithm skewed over weekend by randy queries from #SXSW attendees.,Google,Negative emotion,pos
1914,"Google Brain spent weekend answering search queries for #SXSW attendees. Don't worry. What you search for on Google, stays with Google.  ;-)",Google,No emotion toward brand or product,pos
1915,2+ hour wait at the makeshift Apple store for iPad 2. #fail #sxsw,Apple,Negative emotion,neg
1916,I can't wait to see what @mention 's been up to! @mention big news {link}  #google #circles #sxsw,Google,No emotion toward brand or product,neg
1917,Today I waited in line to buy the iPad 2 from the #sxsw pop-up store. And then I roamed Austin for hours without getting mugged. #superlucky,Apple,No emotion toward brand or product,pos
1918,Want to make #SXSW Film more fun? Download #filmaster app {link} check-in to screenings &amp; get private recommendations!,Apple,Positive emotion,pos
1919,Can you make it to this spot tonight before 11:30?  {link}   #sxsw #flashmob #kickball #6thstreet,none,No emotion toward brand or product,pos
1920,"Doesn't make sense to limit content to a specific platform, if it's on the iPad it should be on the web @mention interview w/ @mention #sxsw",Apple,Negative emotion,pos
1921,biggest takeaway from #UXDes thus far -- bring physical world into your iPad design &amp; recreate already learned experiences. #sxsw,Apple,No emotion toward brand or product,pos
1922,The big takeaway from #SXSW interactive - I need an iphone.,Apple,Positive emotion,pos
1923,Guy Kawasaki &quot;I believe in God because there is no other explanation for the continuous survival of Apple over the years.&quot;. LOL #SXSW,Apple,Negative emotion,neg
1924,"Guy Kawasaki ex Apple Evangelist talking eloquently about the art of enchantment - changing, hearts, minds and actions #sxsw",Apple,No emotion toward brand or product,pos
1925,Google: taking about new product called Hotpot. Review/recommendations engine that is also a social tool. #sxsw,Google,No emotion toward brand or product,pos
1926,Apple's taking old iPads for Teach For America (user gets a tax write-off) when you buy a new iPad. Kinda cool. #sxsw,Apple,Positive emotion,pos
1927,9 Essential Apps for #SXSW and Beyond | Underwire | Wired.com {link} #SocialMedia #iPhone #Android,Apple,Positive emotion,pos
1928,5 Essential Business #Collaboration Apps for #iPad {link} #BPM #SXSW #SXSWi,Apple,No emotion toward brand or product,pos
1929,"Existential Google. MT @mention ÛÏContextual DiscoveryÛ Demo: where you are, your history, time of search to refine results. #SXSW",Google,No emotion toward brand or product,pos
1930,My informal unscientific observation is that #Apple is by far the computer of choice at #SXSW. Hands down.  No contest.,Apple,Positive emotion,pos
1931,#sxsw Haralambous &quot;iPhone is 1% of Africa market&quot;,Apple,No emotion toward brand or product,neg
1932,"Samsung Galaxy S II Appears At FCC And Team Android #SXSW Party åÈ Android Phones, Android Tablets, News, Tech, Gad.. 
{link}",Android,No emotion toward brand or product,pos
1933,Samsung Galaxy S II Appears At FCC And Team Android #SXSW Party {link} via @mention,Android,No emotion toward brand or product,pos
1934,@mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw,Google,Positive emotion,pos
1935,Sudden realization in session news publishers have the same questions about iPad design &amp; only share ideas via the App Store #sxsw #sxswi,Apple,No emotion toward brand or product,pos
1936,I just realized my iPhone's gonna go nuts with Foursquare and Gowalla updates. #SXSW,Apple,I can't tell,neg
1937,I just realized that I havnt used my laptop since Thursday. Pure #iPhone with a sprinkle of the #iPad2 on top. #Apple #SXSW,Apple,Positive emotion,pos
1938,GroupMe talks about Apple App Store approval woes - there would be a big group of people that would agree with that! #whowillrise #sxsw,Apple,Negative emotion,pos
1939,It's not all Apple love here at #sxsw. Heard quite a bit of grumbling about holding back features on iPad 1 so people would have to buy v2.,Apple,Negative emotion,pos
1940,Why does all the #Android meetups here in #Austin are when I'm at work. Well at least there is the PS meetup #sxsw,Android,Negative emotion,pos
1941,Server Challenge is a huge hit at #sxsw! Come by booth 400 to try your hand. Win an iPhone 4 bottle opener case by beating 2 mins.,Apple,No emotion toward brand or product,neg
1942,Google challenges Facebook with surprise announcement at #sxsw this weekend. @mention has the inside scoop: {link},Google,No emotion toward brand or product,pos
1943,#virtualwallet #sxsw #paypal we get physical goods cut #apple gets their 30% on software and virtual goods,Apple,No emotion toward brand or product,pos
1944,#virtualwallet #sxsw no NFC in #iphone5 bc of standardization while #android will have it #confusion,Apple,Negative emotion,pos
1945,"@mention allows you to volunteer on your iPad, #SXSW",Apple,No emotion toward brand or product,neg
1946,I was finally forced to google #sxsw. Why can't people tweet with better #contextclues like on #jeopardy?,Google,No emotion toward brand or product,neg
1947,Apple. Really? You need brand recognition? I prefer the Red Delicious Variety! :-) {link} #sxsw #popupstores,Apple,No emotion toward brand or product,pos
1948,New #socialnetwork for #Google? #Facebook #Twitter #SXSW {link} via @mention,Google,No emotion toward brand or product,pos
1949,{link} - Alright #SXSW iPad 2 line time. Line is reasonable. 1/4 block + 1 block + 1/2 block,Apple,No emotion toward brand or product,neg
1950,"@mention also check out @mention for #Android &amp; web. Has group chat, whiteboarding, location &amp; image sharing, and more. #app #SXSW",Android,No emotion toward brand or product,pos
1951,And. I'm also gonna Google #SXSW so I will finally know what that means. Been seeing it pass by on Twitter enough times now. Gotta find out.,Google,No emotion toward brand or product,pos
1952,@mention also if your at #sxsw and have an iphone you can use the @mention site to check in.,Apple,No emotion toward brand or product,neg
1953,#sxsw #health2dev Zeiger &quot;Health is moving so much slower than we could be.&quot; #Google,Google,No emotion toward brand or product,neg
1954,Monthly value of user iOS $9.50. Android $7.20. Utility apps most valuable. #sxswEisner #sxsw,Android,Positive emotion,neg
1955,DL the #Calyp App to get into #Calyp Casa at #SXSW the free mobile app is available in iTunes App Store &amp; Android Market. See u there!,Android,No emotion toward brand or product,pos
1956,DL the #Calyp App today! Avail in the iTunes App Store &amp; Android Market! #Calyp Look for us at #SXSW,Android,Positive emotion,neg
1957,DL the #Calyp app today! Avail in the iTunes App Store &amp; Android Market. Special perks for #Endorsers at #SXSW #Calyp Casa,Android,No emotion toward brand or product,neg
1958,Google analytics can track offsite links as virtual page views using JavaScript. #moreknowledge #sxsw #mitharvard,Google,Positive emotion,pos
1959,Google analytics rocks #VIEW512 #SXSW,Google,Positive emotion,neg
1960,Google team and panel say agencies have attitudes. You think?#agileagency #SXSW,Google,No emotion toward brand or product,pos
1961,"At the Team Android party. Can't find it on Gowalla or Foursquare, so um, there you go. #sxsw",Android,I can't tell,pos
1962,Holler Gram for iPad on the iTunes App Store -  {link} (via @mention #sxsw,Apple,Positive emotion,neg
